"PID","Gr.Liv.Area","Kitchen.Qual","Lot.Area","Year.Built","Exter.Qual","Full.Bath","Half.Bath","Bsmt.Full.Bath","Bsmt.Half.Bath","TotRms.AbvGrd","Fireplaces","Garage.Cars","Garage.Finish","Wood.Deck.SF","Open.Porch.SF","Lot.Config","Bedroom.AbvGr","Kitchen.AbvGr","luxury"
909251090,2555,"TA",11526,1922,"TA",2,0,0,0,11,1,2,"Fin",431,0,"Inside",3,1,"Standard"
909252110,1680,"TA",15576,1915,"TA",2,0,0,0,8,0,1,"Unf",0,0,"Inside",4,1,"Standard"
909252220,1264,"TA",15564,1914,"TA",1,0,0,0,6,0,2,"Unf",424,0,"Inside",3,1,"Standard"
909253190,790,"TA",6292,1930,"TA",1,0,0,0,4,0,1,"Unf",0,141,"Inside",2,1,"Standard"
909254050,1512,"Gd",7609,1925,"Gd",2,0,1,0,7,1,1,"Unf",85,16,"Corner",3,1,"Standard"
909256060,1639,"TA",10480,1936,"TA",1,0,0,0,6,0,1,"Unf",0,0,"Inside",3,1,"Standard"
909275040,1603,"TA",9650,1923,"TA",1,0,0,0,7,1,2,"Unf",0,217,"Corner",4,1,"Standard"
909275050,1502,"TA",7200,1931,"TA",1,1,0,0,6,1,1,"RFn",0,0,"Inside",3,1,"Standard"
909276170,1660,"TA",11988,1934,"TA",1,1,0,0,6,1,1,"Unf",0,0,"Inside",3,1,"Standard"
909277040,1938,"Gd",11700,1937,"TA",2,0,0,0,7,1,1,"Unf",0,40,"Inside",4,1,"Standard"
909277070,1374,"TA",9260,1938,"TA",1,0,0,0,6,0,1,"Unf",64,0,"Inside",3,1,"Standard"
909281030,1091,"TA",7801,1951,"TA",1,0,0,1,5,1,1,"Fin",66,105,"Corner",2,1,"Standard"
909281110,1873,"TA",9670,1935,"TA",1,1,0,0,9,2,2,"Fin",0,0,"Inside",4,1,"Luxury"
909282030,3447,"Gd",14100,1935,"TA",3,1,0,0,11,2,3,"Unf",314,12,"Inside",4,1,"Luxury"
909425010,1954,"Gd",15660,1939,"Gd",1,1,0,1,8,2,2,"Unf",0,119,"Corner",3,1,"Luxury"
909425085,2161,"Gd",12392,1950,"TA",2,1,1,0,8,2,2,"Fin",0,96,"Inside",3,1,"Luxury"
909428170,1898,"TA",26073,1956,"TA",2,1,0,0,7,2,2,"Unf",0,51,"CulDSac",3,1,"Standard"
909428190,1640,"Gd",14778,1954,"Gd",1,0,1,0,7,1,2,"Unf",108,0,"CulDSac",3,1,"Standard"
909451020,1032,"TA",1879,1980,"TA",1,0,0,0,5,1,2,"Unf",213,0,"CulDSac",2,1,"Standard"
909451150,1556,"TA",1950,1980,"TA",2,1,1,0,6,1,2,"Fin",161,0,"Inside",3,1,"Standard"
910200080,919,"TA",7000,1926,"TA",1,0,1,0,5,0,1,"Unf",0,0,"Inside",2,1,"Standard"
910201130,1090,"TA",6000,1940,"TA",1,0,0,0,5,0,1,"Unf",0,0,"Inside",3,1,"Standard"
910202100,816,"TA",5890,1930,"Gd",1,0,0,0,5,0,1,"Unf",0,0,"Corner",2,1,"Standard"
910203020,778,"TA",6900,1940,"TA",1,0,0,0,4,1,1,"Fin",0,25,"Inside",2,1,"Standard"
910205010,1656,"TA",6000,1967,"Fa",1,1,0,0,7,1,1,"Unf",0,180,"Inside",3,1,"Standard"
910206110,912,"TA",7392,1930,"TA",1,0,0,0,5,0,1,"RFn",0,90,"Inside",2,1,"Standard"
910226040,1955,"TA",9000,1958,"TA",2,0,0,0,7,0,1,"Fin",0,0,"Inside",4,1,"Standard"
910251050,733,"Fa",14584,1952,"Fa",1,0,0,0,4,0,2,"Unf",0,0,"Inside",2,1,"Standard"
911102090,1361,"TA",5280,1895,"TA",1,0,0,0,6,0,1,"Unf",0,123,"Corner",2,1,"Standard"
911102170,1317,"TA",8500,1920,"TA",1,0,0,0,6,0,1,"Unf",0,54,"Inside",3,1,"Standard"
911102180,1049,"TA",5150,1910,"TA",1,0,0,0,5,0,1,"Unf",0,0,"Corner",2,1,"Standard"
911226010,894,"TA",18000,1935,"Fa",1,0,0,0,6,0,3,"RFn",0,20,"Inside",2,1,"Standard"
911226030,864,"Fa",9000,1920,"TA",1,1,0,0,5,0,1,"Unf",0,30,"Inside",3,1,"Standard"
911370410,1652,"Gd",5587,2008,"Ex",2,0,1,1,5,1,2,"Fin",162,53,"Inside",2,1,"Luxury"
911370490,1648,"Ex",3843,2007,"Ex",2,0,1,1,5,1,2,"Fin",162,53,"Inside",2,1,"Luxury"
911370520,1646,"Ex",3811,2004,"Gd",2,0,1,1,5,1,2,"Fin",128,53,"Inside",2,1,"Standard"
911370540,1646,"Gd",3842,2004,"Gd",2,0,1,1,5,1,2,"Fin",128,53,"Inside",2,1,"Luxury"
914453045,2032,"Gd",23730,1996,"Gd",3,0,1,0,7,0,3,"Fin",0,46,"Inside",3,1,"Luxury"
914465060,1689,"Gd",13265,2002,"Gd",2,0,1,0,7,2,3,"RFn",150,59,"CulDSac",3,1,"Luxury"
914467050,1820,"Gd",11050,1996,"TA",2,1,0,0,8,1,3,"Unf",318,32,"Inside",3,1,"Standard"
914475020,1118,"TA",9880,1977,"TA",1,0,1,0,6,1,1,"Fin",203,0,"Inside",3,1,"Standard"
914476010,1279,"TA",10125,1977,"TA",2,0,0,1,6,2,2,"Unf",238,83,"Inside",3,1,"Standard"
914476080,1872,"TA",10260,1976,"TA",2,2,0,0,8,0,2,"Unf",0,0,"Inside",4,2,"Standard"
914476450,1689,"TA",9990,1991,"TA",2,0,1,0,6,1,2,"Unf",428,120,"Inside",3,1,"Standard"
916125425,1786,"TA",164660,1965,"TA",2,0,2,0,7,2,2,"Fin",670,0,"Corner",3,1,"Standard"
916226030,1501,"Gd",4084,1986,"Gd",2,0,1,0,6,1,2,"Fin",240,0,"Inside",2,1,"Standard"
916325080,2898,"Gd",15498,1976,"Gd",2,0,1,0,10,1,2,"Fin",0,72,"Corner",2,1,"Luxury"
916380060,1537,"Gd",11563,2006,"Gd",2,0,1,0,8,0,3,"Fin",0,26,"Inside",3,1,"Luxury"
916382120,1646,"Gd",9520,2007,"Gd",2,0,1,0,7,1,3,"RFn",192,44,"Inside",3,1,"Luxury"
916384100,1780,"Gd",12852,2007,"Gd",2,1,1,0,6,1,2,"Fin",0,192,"Corner",3,1,"Luxury"
916386040,1442,"TA",9802,2006,"TA",2,1,0,0,6,0,2,"Fin",100,0,"Inside",3,1,"Standard"
916386080,1394,"Gd",9735,2006,"TA",2,1,0,0,7,0,2,"Fin",100,0,"Inside",3,1,"Standard"
916386180,1612,"Gd",12018,2008,"Gd",2,1,0,0,6,0,3,"Fin",0,64,"Corner",3,1,"Standard"
916402015,1495,"TA",12890,1989,"TA",2,0,0,0,8,1,2,"Unf",252,0,"Inside",3,1,"Standard"
916402115,1651,"TA",12416,1986,"TA",2,0,1,0,7,1,2,"Fin",192,0,"Inside",3,1,"Standard"
916402215,1256,"Gd",18265,1986,"Gd",2,0,0,0,6,1,2,"Unf",282,0,"Corner",3,1,"Standard"
916403230,1509,"Gd",10200,1988,"Gd",2,0,1,0,5,1,2,"RFn",224,0,"Inside",3,1,"Standard"
916455120,1440,"Gd",11202,2003,"Gd",2,0,1,0,7,1,2,"Fin",185,95,"Inside",3,1,"Standard"
916460060,1675,"Gd",7915,1999,"Gd",2,0,1,0,6,0,2,"RFn",165,52,"Inside",3,1,"Standard"
916477020,2262,"Gd",12244,2003,"Gd",2,1,1,0,10,2,3,"Fin",168,0,"Inside",4,1,"Luxury"
921126030,1728,"Gd",11449,2007,"Gd",2,0,1,0,7,1,2,"Fin",0,276,"Inside",3,1,"Luxury"
921201060,1964,"Gd",11447,2005,"Gd",2,1,1,0,7,1,3,"Fin",0,265,"Inside",3,1,"Luxury"
923202005,1344,"TA",8940,1997,"TA",2,0,2,0,8,0,4,"Fin",0,0,"Corner",2,2,"Standard"
923202015,1344,"TA",7060,1997,"TA",2,0,2,0,8,0,4,"Fin",0,0,"Inside",2,2,"Standard"
923203140,1189,"TA",4500,1997,"TA",2,0,1,0,4,0,2,"RFn",0,122,"FR2",2,1,"Standard"
923204040,1200,"TA",14137,1964,"TA",1,0,1,0,6,0,3,"Fin",0,119,"Corner",3,1,"Standard"
923225080,1040,"TA",4224,1975,"TA",1,0,0,0,6,0,2,"Unf",0,100,"Inside",3,1,"Standard"
923225150,1304,"TA",2665,1976,"TA",1,1,0,0,4,1,1,"Fin",141,24,"Inside",3,1,"Standard"
923225200,1475,"TA",2665,1976,"TA",2,0,0,0,6,1,1,"Unf",92,26,"Inside",4,1,"Standard"
923225310,988,"TA",1974,1973,"TA",1,0,1,0,5,0,1,"RFn",120,101,"Inside",2,1,"Standard"
923225370,988,"TA",1596,1973,"TA",1,0,1,0,4,1,1,"RFn",0,101,"Inside",1,1,"Standard"
923227030,1160,"Gd",17979,1968,"TA",1,0,1,0,6,0,1,"Unf",81,0,"Corner",3,1,"Standard"
923250210,988,"TA",21750,1954,"TA",1,0,0,0,4,0,2,"RFn",0,0,"Inside",2,1,"Standard"
923252100,816,"TA",6490,1983,"TA",1,0,0,1,4,0,1,"Unf",315,0,"Inside",2,1,"Standard"
923275090,923,"TA",6951,1984,"TA",1,0,1,0,5,0,1,"Unf",362,0,"CulDSac",3,1,"Standard"
923277030,816,"Gd",6600,1982,"Gd",1,0,0,1,5,1,1,"Unf",0,0,"Inside",3,1,"Standard"
923277040,816,"TA",6600,1982,"TA",1,0,1,0,4,0,2,"Fin",0,0,"Inside",2,1,"Standard"
923277080,845,"Gd",6600,1982,"TA",1,0,0,0,6,0,1,"Unf",0,0,"Inside",3,1,"Standard"
923400040,1750,"TA",12508,1940,"TA",2,0,1,0,7,0,1,"Unf",245,0,"Inside",4,1,"Standard"
923426010,889,"TA",12395,1984,"TA",1,0,0,0,6,0,2,"Unf",0,0,"Corner",3,1,"Standard"
924100020,1968,"TA",11075,1969,"TA",2,1,0,1,7,1,2,"RFn",305,189,"Inside",4,1,"Standard"
1007100110,1836,"TA",56600,1900,"TA",2,0,0,0,7,0,1,"Unf",0,0,"Inside",4,1,"Standard"
526352080,1587,"TA",10667,1971,"TA",2,0,0,0,7,1,2,"Unf",0,44,"Inside",3,1,"Standard"
526352090,1277,"TA",10628,1970,"TA",1,0,1,0,5,1,2,"Unf",0,0,"Inside",2,1,"Standard"
526355170,2223,"TA",13651,1973,"TA",2,0,1,0,8,2,2,"Fin",300,0,"Inside",3,1,"Standard"
526355190,2217,"Gd",15865,1970,"Gd",2,0,1,0,8,1,2,"Unf",81,207,"Inside",4,1,"Luxury"
527105140,1733,"Gd",12394,2003,"Gd",2,1,0,0,7,1,2,"Fin",100,48,"Corner",3,1,"Standard"
527107040,1572,"TA",10364,1995,"TA",2,1,0,0,7,1,2,"Fin",0,40,"Inside",3,1,"Standard"
527110080,1470,"TA",13869,1997,"TA",2,0,0,1,6,0,2,"Fin",0,75,"Corner",3,1,"Standard"
527110120,1600,"TA",8773,1997,"TA",2,1,0,0,7,1,2,"Fin",100,38,"Inside",3,1,"Standard"
527110130,1384,"TA",8872,1997,"TA",2,1,0,0,7,1,2,"Fin",0,0,"Inside",3,1,"Standard"
527126030,1652,"Ex",5330,2000,"Gd",2,0,1,0,6,0,2,"RFn",96,48,"Inside",2,1,"Luxury"
527158090,1694,"TA",10147,1994,"TA",2,1,0,0,7,1,2,"Fin",256,64,"CulDSac",3,1,"Standard"
527161090,1714,"TA",8637,1999,"TA",2,1,1,0,7,1,2,"Fin",256,48,"Inside",3,1,"Standard"
527162080,1553,"Gd",7875,1996,"Gd",2,1,0,0,6,0,2,"Fin",0,44,"Inside",3,1,"Standard"
527162090,1253,"TA",7875,1995,"TA",2,0,0,0,6,1,2,"Fin",220,21,"Inside",3,1,"Standard"
527162140,2299,"TA",7500,1999,"TA",3,1,0,0,7,1,2,"Fin",188,30,"Inside",5,1,"Standard"
527163080,1187,"Gd",9556,1992,"TA",2,0,0,0,6,0,2,"RFn",0,21,"Corner",3,1,"Standard"
527165020,1472,"Gd",10784,1991,"Gd",2,1,0,0,7,1,2,"RFn",164,0,"FR2",3,1,"Standard"
527165100,1482,"Gd",9125,1992,"TA",2,1,0,0,7,1,2,"Fin",100,25,"Inside",3,1,"Standard"
527165170,1642,"TA",7655,1993,"TA",2,1,0,0,7,1,2,"RFn",290,84,"CulDSac",3,1,"Standard"
527175130,1128,"TA",18160,1964,"TA",1,0,1,0,6,1,2,"Unf",0,108,"Inside",3,1,"Standard"
527182040,1088,"Gd",3696,1986,"Gd",1,1,0,0,5,0,2,"RFn",0,74,"Inside",2,1,"Standard"
527182170,2090,"Gd",5062,1984,"Gd",2,0,1,0,6,1,2,"Fin",219,0,"CulDSac",3,1,"Standard"
527184020,1179,"TA",4740,1988,"Gd",2,0,1,0,5,0,2,"RFn",0,108,"Inside",2,1,"Standard"
527184110,1321,"Gd",5118,1990,"Gd",1,0,1,0,4,1,2,"RFn",0,64,"Inside",1,1,"Standard"
527210060,1922,"Gd",14157,2005,"Gd",2,0,1,0,8,1,3,"Fin",178,51,"Corner",3,1,"Luxury"
527212060,2541,"Ex",12328,2005,"Gd",3,1,1,0,10,1,3,"Fin",120,32,"Inside",4,1,"Luxury"
527216080,2338,"Gd",51974,2006,"Ex",2,1,1,0,8,2,3,"Fin",0,135,"CulDSac",4,1,"Luxury"
527226040,1424,"TA",41600,1969,"TA",1,1,1,0,7,0,3,"Unf",144,0,"FR2",3,1,"Standard"
527252050,1612,"Ex",8035,2006,"Gd",2,0,1,0,6,1,2,"Fin",0,164,"Inside",2,1,"Luxury"
527252070,1419,"Gd",8089,2007,"Gd",2,0,1,0,7,1,2,"RFn",140,0,"Inside",2,1,"Luxury"
527256030,2234,"Gd",14082,2006,"Gd",1,1,1,0,7,1,2,"RFn",390,80,"Inside",1,1,"Luxury"
527256040,2042,"Ex",13870,2006,"Ex",2,0,1,0,8,1,3,"Fin",240,52,"Inside",3,1,"Luxury"
527301080,1440,"Gd",12546,1981,"Gd",2,0,0,0,7,1,2,"Fin",0,0,"Corner",3,1,"Standard"
527301280,1284,"TA",10960,1984,"TA",2,0,1,0,5,0,2,"Unf",0,0,"Inside",3,1,"Standard"
527302020,1868,"TA",12090,1984,"TA",3,1,0,0,7,1,2,"Fin",268,112,"Inside",3,1,"Standard"
527302060,1479,"Gd",12090,1981,"Gd",2,1,0,0,6,1,2,"RFn",167,72,"Inside",3,1,"Standard"
527302090,1664,"Gd",12299,1978,"TA",2,0,1,0,7,1,2,"Fin",0,0,"Inside",3,1,"Standard"
527325090,1930,"Gd",11339,1979,"TA",2,1,1,0,9,1,2,"Fin",192,72,"Inside",4,1,"Standard"
527325110,1969,"TA",11952,1977,"TA",2,1,0,0,8,1,2,"RFn",0,0,"Inside",3,1,"Standard"
527327050,2030,"Gd",12046,1976,"TA",2,1,0,0,8,1,2,"Fin",0,224,"Inside",4,1,"Standard"
527328020,1032,"TA",10395,1978,"TA",2,0,0,1,6,1,2,"Unf",0,0,"FR2",3,1,"Standard"
527328050,1177,"Gd",11850,1984,"TA",2,0,0,0,6,0,2,"Fin",204,103,"FR2",3,1,"Standard"
527353080,1725,"TA",11584,1979,"TA",2,1,0,0,6,1,2,"RFn",0,88,"Inside",3,1,"Standard"
527354050,1353,"TA",10400,1979,"TA",2,0,1,0,5,1,2,"RFn",240,141,"Inside",2,1,"Standard"
527356050,1620,"TA",10793,1969,"TA",2,1,0,0,7,0,2,"Fin",208,0,"Inside",4,1,"Standard"
527357020,1220,"TA",13001,1971,"TA",2,0,0,1,6,1,2,"Unf",0,0,"Inside",2,1,"Standard"
527358060,1484,"TA",12243,1971,"TA",2,0,0,0,7,1,2,"Unf",224,0,"Inside",3,1,"Standard"
527359010,1743,"TA",11700,1968,"Gd",1,2,0,1,7,1,2,"Unf",224,0,"Inside",3,1,"Standard"
527359080,1935,"TA",12384,1976,"TA",2,1,0,0,7,1,2,"RFn",0,113,"CulDSac",3,1,"Standard"
527359160,1324,"Gd",8991,1976,"TA",2,0,0,1,5,1,2,"Fin",407,36,"CulDSac",3,1,"Standard"
527377110,1877,"TA",8000,1974,"TA",2,1,1,0,8,1,2,"Unf",0,96,"Inside",4,1,"Standard"
527402090,1109,"TA",10500,1971,"TA",1,0,0,1,5,0,1,"Unf",35,0,"FR2",3,1,"Standard"
527402150,981,"TA",10530,1971,"TA",1,1,1,0,5,0,2,"Unf",0,312,"Corner",3,1,"Standard"
527402240,1479,"Gd",7472,1972,"TA",1,1,1,0,7,0,2,"Fin",0,32,"CulDSac",4,1,"Standard"
527403310,1422,"TA",9457,1970,"TA",1,0,1,0,7,0,2,"Unf",252,0,"Inside",3,1,"Standard"
527404050,914,"Ex",7920,1970,"TA",1,0,0,0,5,0,1,"RFn",120,0,"Inside",3,1,"Standard"
527404100,950,"TA",9758,1971,"TA",1,0,0,0,5,0,1,"Unf",0,0,"Inside",3,1,"Standard"
527404140,872,"TA",8294,1971,"TA",1,0,0,0,5,0,4,"Unf",0,0,"Inside",3,1,"Standard"
527404150,858,"TA",7340,1971,"TA",1,0,0,0,4,0,1,"Unf",0,0,"Inside",2,1,"Standard"
527425025,914,"TA",17199,1961,"TA",1,0,0,0,4,0,1,"Unf",140,0,"FR2",2,1,"Standard"
527425140,864,"TA",9000,1971,"TA",1,0,0,0,5,0,2,"Unf",0,0,"FR2",3,1,"Standard"
527427090,767,"TA",4058,1998,"TA",1,0,1,0,4,0,1,"Fin",120,40,"Inside",1,1,"Standard"
527427160,1337,"Gd",4113,2001,"Gd",2,0,0,0,5,1,2,"Fin",136,68,"Inside",2,1,"Standard"
527427200,1337,"Gd",10943,1997,"Gd",2,0,1,0,5,1,2,"Fin",0,68,"FR2",2,1,"Standard"
527450030,1092,"TA",2205,1973,"TA",1,1,0,0,6,0,1,"Unf",144,0,"Inside",3,1,"Standard"
527450150,1218,"TA",1890,1973,"TA",1,1,0,0,7,0,1,"Unf",144,28,"Inside",3,1,"Standard"
527450220,1218,"Ex",2058,1973,"TA",1,1,0,0,7,0,1,"Unf",0,28,"Inside",4,1,"Standard"
527451020,1302,"TA",2016,1970,"TA",2,1,0,0,6,0,2,"Unf",0,0,"Inside",3,1,"Standard"
527451170,1365,"TA",1920,1971,"TA",1,1,1,0,6,0,2,"Unf",240,36,"Inside",2,1,"Standard"
527452100,958,"TA",4928,1976,"TA",2,0,0,0,5,1,2,"RFn",0,205,"Inside",2,1,"Standard"
527453010,1548,"Gd",2308,1976,"TA",2,1,1,0,7,1,2,"Unf",48,0,"Corner",3,1,"Standard"
527455030,1055,"TA",2304,1978,"TA",2,0,0,0,4,0,1,"Unf",108,32,"Inside",2,1,"Standard"
527455250,988,"TA",7150,1966,"TA",1,0,1,0,5,0,1,"Unf",0,0,"Inside",3,1,"Standard"
528102050,1816,"Ex",12469,2006,"Ex",2,0,1,0,7,1,3,"Fin",186,36,"FR2",3,1,"Luxury"
528102090,1828,"Gd",11694,2007,"Ex",2,0,0,0,9,1,3,"Unf",0,108,"Inside",3,1,"Luxury"
528102100,1694,"Gd",12030,2007,"Ex",2,0,0,0,7,0,3,"Fin",168,228,"Inside",3,1,"Luxury"
528102120,1694,"Gd",11825,2006,"Gd",2,0,0,0,7,1,3,"RFn",0,112,"Inside",3,1,"Luxury"
528102130,1734,"Ex",12085,2007,"Gd",2,0,1,0,7,1,3,"RFn",0,0,"Inside",3,1,"Luxury"
528104010,2122,"Gd",14333,2007,"Gd",2,1,1,0,7,1,3,"Fin",130,142,"Corner",2,1,"Luxury"
528106040,2121,"Ex",14450,2006,"Ex",2,1,0,0,8,1,3,"Fin",124,98,"Inside",3,1,"Luxury"
528106050,2656,"Ex",13641,2007,"Ex",2,1,1,0,8,1,3,"RFn",268,58,"Inside",3,1,"Luxury"
528106060,2550,"Ex",13440,2006,"Gd",2,1,0,0,11,1,3,"Fin",120,39,"Inside",4,1,"Luxury"
528106110,2046,"Ex",15431,2005,"Ex",2,1,1,0,7,2,3,"Fin",188,65,"Inside",2,1,"Luxury"
528108160,2172,"Gd",14154,2006,"Gd",2,1,0,0,9,1,3,"RFn",192,62,"Corner",3,1,"Luxury"
528110040,2552,"Ex",13891,2007,"Ex",2,0,1,0,8,2,3,"Fin",130,28,"Inside",3,1,"Luxury"
528110070,1973,"Gd",14226,2006,"Gd",2,0,0,0,9,1,3,"Fin",315,45,"Corner",3,1,"Luxury"
528110100,2643,"Ex",13693,2006,"Ex",2,1,0,0,9,1,3,"Fin",414,84,"Inside",3,1,"Luxury"
528112150,1634,"Gd",11428,2006,"Gd",2,0,0,0,7,1,3,"RFn",0,44,"Inside",3,1,"Standard"
528114050,1976,"Gd",14977,2006,"Gd",2,0,1,0,7,1,3,"RFn",250,63,"Inside",2,1,"Luxury"
528118040,2758,"Ex",13654,2005,"Gd",2,1,0,0,9,1,3,"Fin",282,55,"CulDSac",4,1,"Luxury"
528118050,2290,"Ex",17169,2007,"Ex",2,1,2,0,7,1,3,"Fin",192,30,"CulDSac",2,1,"Luxury"
528120010,2152,"Gd",16659,2007,"Gd",2,1,0,0,7,1,2,"Unf",0,368,"Corner",3,1,"Luxury"
528120150,2473,"Gd",9591,2004,"Gd",2,1,0,0,9,1,3,"RFn",192,151,"Inside",4,1,"Luxury"
528142050,2100,"Ex",9709,2007,"Ex",2,1,1,0,8,2,3,"Fin",172,104,"Inside",3,1,"Luxury"
528144050,2161,"Ex",10562,2007,"Gd",1,1,1,0,8,1,3,"Fin",178,120,"Inside",3,1,"Luxury"
528150040,1802,"Ex",13615,2006,"Ex",2,1,0,0,7,1,3,"Fin",158,105,"Corner",3,1,"Luxury"
528150110,2956,"Ex",13069,2004,"Gd",2,1,0,0,11,1,3,"RFn",194,50,"Inside",5,1,"Luxury"
528150120,2468,"Gd",12099,2004,"Gd",2,1,1,0,10,1,3,"Fin",184,154,"Inside",4,1,"Luxury"
528166150,2385,"Gd",14277,2003,"Gd",2,1,1,0,7,1,3,"Fin",192,228,"Inside",3,1,"Luxury"
528168040,2374,"Ex",11999,2003,"Gd",2,1,0,0,10,1,3,"Fin",104,100,"Inside",4,1,"Luxury"
528172030,1818,"Ex",12568,2007,"Gd",2,1,1,0,8,1,3,"Fin",196,104,"Inside",3,1,"Luxury"
528172050,1614,"Gd",9926,2005,"Gd",2,0,1,0,7,0,3,"RFn",100,38,"Inside",3,1,"Standard"
528172070,1721,"Gd",9254,2005,"Gd",2,0,1,0,7,0,2,"RFn",168,27,"Inside",3,1,"Standard"
528172075,1828,"Gd",10732,2006,"Gd",2,1,0,0,7,0,3,"RFn",0,40,"Corner",3,1,"Standard"
528174010,1362,"Gd",7577,2005,"Gd",2,0,0,0,6,1,2,"RFn",192,28,"Corner",2,1,"Standard"
528174020,1302,"Gd",3901,2005,"Gd",1,1,1,0,5,1,2,"RFn",110,50,"Inside",1,1,"Standard"
528174030,1302,"Gd",3903,2005,"Gd",1,1,1,0,5,1,2,"RFn",110,50,"Inside",1,1,"Standard"
528174040,1362,"Gd",6289,2005,"Gd",2,0,1,0,6,1,2,"RFn",192,28,"Inside",2,1,"Standard"
528181060,1554,"Gd",4590,2006,"Gd",2,0,0,0,6,1,2,"RFn",156,73,"Inside",2,1,"Standard"
528181070,1554,"Gd",4590,2006,"Gd",2,0,0,0,6,1,2,"RFn",156,73,"Inside",2,1,"Standard"
528181080,1370,"Gd",6442,2006,"Gd",2,0,0,0,6,1,2,"RFn",120,49,"Inside",2,1,"Standard"
528186050,1577,"Ex",7841,2005,"Ex",2,0,1,0,6,1,2,"RFn",203,39,"Inside",2,1,"Luxury"
528186090,1561,"Ex",7313,2005,"Ex",2,0,1,0,6,1,2,"Fin",203,47,"Inside",2,1,"Luxury"
528186120,1869,"Ex",7820,2007,"Ex",2,0,0,0,6,1,2,"RFn",210,54,"Inside",2,1,"Luxury"
528186190,1324,"Gd",6240,2006,"Gd",2,0,0,0,6,1,2,"Fin",0,38,"Inside",2,1,"Standard"
528188160,1405,"Gd",3242,2003,"Gd",2,0,1,0,6,1,2,"RFn",136,36,"Inside",2,1,"Standard"
528218010,1496,"Gd",15810,2007,"Gd",3,0,0,0,7,0,2,"Unf",100,0,"Inside",3,1,"Standard"
528218020,1536,"Gd",10237,2005,"Gd",2,1,0,0,6,1,2,"Fin",100,38,"Inside",3,1,"Standard"
528218050,1484,"Gd",10237,2005,"Gd",2,1,0,0,8,1,2,"Fin",0,72,"Inside",3,1,"Standard"
528218100,1458,"Gd",13204,2006,"TA",2,0,0,0,6,0,2,"Fin",100,33,"Inside",3,1,"Standard"
528221030,1495,"Gd",8857,2006,"Gd",2,1,0,0,7,1,2,"RFn",100,30,"Inside",3,1,"Standard"
528221040,1746,"Gd",9729,2006,"Gd",2,1,1,0,6,1,3,"Unf",0,34,"Inside",3,1,"Standard"
528221050,1326,"Gd",12216,2005,"TA",2,0,1,0,6,0,2,"Fin",120,23,"Corner",3,1,"Standard"
528221090,1456,"Gd",9018,2007,"Gd",2,1,0,0,8,1,2,"Fin",100,24,"Inside",3,1,"Standard"
528222030,1302,"Gd",8993,2007,"Gd",2,0,0,0,6,0,2,"Fin",0,22,"Inside",3,1,"Standard"
528222040,1340,"Gd",8899,2007,"Gd",2,0,0,0,6,0,2,"Fin",100,30,"Inside",3,1,"Standard"
528222050,1412,"Gd",8499,2006,"TA",2,1,0,0,6,1,2,"Fin",0,36,"Inside",3,1,"Standard"
528222060,1504,"Gd",8229,2007,"Gd",2,1,0,0,6,0,2,"Fin",100,32,"Inside",3,1,"Standard"
528222080,1456,"Gd",7713,2007,"Gd",2,1,0,0,7,0,2,"Fin",100,24,"Inside",3,1,"Standard"
528222090,1258,"Gd",7697,2007,"Gd",2,0,0,0,6,0,2,"RFn",0,0,"Inside",3,1,"Standard"
528228270,1258,"Gd",3922,2006,"Gd",2,0,0,0,6,1,3,"Fin",144,16,"Inside",2,1,"Standard"
528228275,1402,"Gd",3922,2006,"Gd",0,2,0,2,7,1,3,"Fin",120,16,"Inside",2,1,"Standard"
528228375,1589,"Gd",3621,2003,"Gd",2,0,1,0,7,1,3,"Fin",143,20,"Inside",2,1,"Standard"
528228555,1266,"Gd",3710,2007,"Gd",2,0,0,0,6,1,2,"Fin",100,16,"Inside",2,1,"Standard"
528231010,1530,"Gd",14572,2004,"Gd",2,0,1,0,7,1,3,"Fin",144,36,"Corner",3,1,"Luxury"
528231030,1119,"Gd",16219,2004,"Gd",2,0,1,0,5,0,2,"Fin",100,24,"Inside",2,1,"Standard"
528235000,1374,"Gd",11084,2004,"Gd",2,1,1,0,8,1,2,"Fin",100,0,"Corner",3,1,"Standard"
528235160,1959,"Gd",11796,2004,"Gd",2,1,0,0,8,1,2,"Fin",100,48,"Inside",4,1,"Standard"
528235170,1525,"Gd",10936,2006,"Gd",2,1,0,0,6,1,2,"RFn",100,18,"Inside",3,1,"Standard"
528240020,1720,"Gd",8244,2004,"Gd",2,1,0,0,7,1,2,"Fin",100,48,"Inside",3,1,"Standard"
528250010,1394,"Gd",11950,2003,"Gd",2,1,0,0,7,1,2,"Fin",100,0,"Corner",3,1,"Standard"
528250070,1948,"Gd",7875,2003,"Gd",2,1,0,0,8,1,2,"Fin",0,48,"Inside",4,1,"Standard"
528275035,1690,"TA",8063,2000,"TA",2,1,0,0,7,1,2,"RFn",100,48,"Inside",3,1,"Standard"
528275110,1995,"Gd",8740,2002,"Gd",2,1,0,0,8,1,2,"Fin",264,48,"Inside",4,1,"Standard"
528280110,1647,"TA",7917,1999,"TA",2,1,0,0,7,1,2,"RFn",0,40,"Inside",3,1,"Standard"
528280150,1430,"TA",9967,2000,"TA",2,1,0,0,8,1,2,"RFn",100,0,"Inside",3,1,"Standard"
528290060,1320,"Gd",7750,2003,"Gd",2,1,0,0,6,0,2,"Fin",0,48,"Inside",3,1,"Standard"
